N,Посада,Мова програмування,Спеціалізація,Загальний досвід роботи,Досвід роботи на поточному місці,Зарплата на місяць,Зміна зарплати за 12 місяців,Місто,Розмір компанії,Тип компанії,Стать,Вік,Освіта,Університет,Ще студент,Рівень англійської,Предметна область,Дата заповнення,User.Agent,exp,current_job_exp,salary,Валюта,cls,avg
6048,,,,5.0,0.5,2650,650,,,,,36,,,False,,,,,5.0,0.5,2650,,,1204.5
6049,,,,0.5,3.0,100,25,,,,,32,,,False,,,,,0.5,3.0,100,,,631.3
6050,,,,0.5,0.5,400,0,,,,,22,,,False,,,,,0.5,0.5,400,,,687.4
6051,,,,3.0,2.0,1000,400,,,,,24,,,False,,,,,3.0,2.0,1000,,,848.5
6052,,,,3.0,0.25,2500,500,,,,,29,,,False,,,,,3.0,0.25,2500,,,1158.75
6053,,,,3.0,2.0,1500,300,,,,,24,,,False,,,,,3.0,2.0,1500,,,938.7
6054,,,,2.0,2.0,1100,220,,,,,26,,,False,,,,,2.0,2.0,1100,,,850.8
6055,,,,1.5,1.7654267970401691,615,0,,,,,25,,,False,,,,,1.5,0.0,615,,,731.476542679704
6056,,,,3.0,3.0,2600,650,,,,,26,,,False,,,,,3.0,3.0,2600,,,1194.4
6057,,,,4.0,3.0,1100,200,,,,,26,,,False,,,,,4.0,3.0,1100,,,849.7
6058,,,,3.0,3.0,2600,650,,,,,26,,,False,,,,,3.0,3.0,2600,,,1194.6
6059,,,,4.0,4.0,2800,300,,,,,29,,,False,,,,,4.0,4.0,2800,,,1200.4
6060,,,,4.0,4.0,3100,400,,,,,28,,,False,,,,,4.0,4.0,3100,,,1270.4
6061,,,,2.0,2.0,950,350,,,,,28,,,False,,,,,2.0,2.0,950,,,834.7
6062,,,,3.1646325459317586,1.7654267970401691,300,0,,,,,22,,,False,,,,,0.0,0.0,300,,,668.8930059342972
6063,,,,0.25,0.25,450,200,,,,,28,,,False,,,,,0.25,0.25,450,,,719.2
6064,,,,0.5,0.5,200,350,,,,,38,,,False,,,,,0.5,0.5,200,,,685.4
6065,,,,3.1646325459317586,1.7654267970401691,400,0,,,,,20,,,True,,,,,0.0,0.0,400,,,689.0930059342971
6066,,,,2.0,2.0,800,500,,,,,22,,,False,,,,,2.0,2.0,800,,,819.6
6067,,,,9.0,9.0,485,80,,,,,31,,,False,,,,,9.0,9.0,485,,,718.4
6068,,,,1.0,1.0,127,39,,,,,27,,,False,,,,,1.0,1.0,127,,,639.2
6069,,,,5.0,3.0,1200,50,,,,,30,,,False,,,,,5.0,3.0,1200,,,856.5
6070,,,,6.0,1.7654267970401691,2500,100,,,,,26,,,False,,,,,6.0,0.0,2500,,,1120.976542679704
6071,,,,5.0,1.5,3000,500,,,,,27,,,False,,,,,5.0,1.5,3000,,,1261.1
6072,,,,3.1646325459317586,1.5,4000,0,,,,,34,,,False,,,,,10.0,1.5,4000,,,1412.2164632545932
6073,,,,0.25,0.25,700,300,,,,,26,,,False,,,,,0.25,0.25,700,,,780.0
6074,,,,5.0,4.0,1550,100,,,,,30,,,False,,,,,5.0,4.0,1550,,,932.2
6075,,,,5.0,1.0,1000,0,,,,,29,,,False,,,,,5.0,1.0,1000,,,811.6
6076,,,,2.0,1.7654267970401691,1900,1200,,,,,22,,,False,,,,,2.0,0.0,1900,,,1110.376542679704
6077,,,,3.0,1.5,2000,1000,,,,,26,,,False,,,,,3.0,1.5,2000,,,1111.2
6078,,,,7.0,2.0,700,0,,,,,33,,,False,,,,,7.0,2.0,700,,,752.9
6079,,,,5.0,1.0,2000,150,,,,,29,,,False,,,,,5.0,1.0,2000,,,1027.0
6080,,,,0.5,1.7654267970401691,400,100,,,,,23,,,False,,,,,0.5,0.0,400,,,700.5765426797041
6081,,,,1.5,1.5,600,300,,,,,30,,,False,,,,,1.5,1.5,600,,,761.7
6082,,,,0.5,0.5,231,0,,,,,21,,,False,,,,,0.5,0.5,231,,,656.7
6083,,,,4.0,2.0,2250,400,,,,,26,,,False,,,,,4.0,2.0,2250,,,1102.1
6084,,,,3.0,3.0,1800,200,,,,,32,,,False,,,,,3.0,3.0,1800,,,992.8
6085,,,,1.5,1.7654267970401691,2000,500,,,,,28,,,False,,,,,1.5,0.0,2000,,,1061.7765426797039
6086,,,,5.0,1.0,2500,0,,,,,36,,,False,,,,,5.0,1.0,2500,,,1113.4
6087,,,,5.0,1.0,2300,400,,,,,33,,,False,,,,,5.0,1.0,2300,,,1113.2
6088,,,,7.0,7.0,3500,0,,,,,30,,,False,,,,,7.0,7.0,3500,,,1314.6
6089,,,,6.0,3.0,700,100,,,,,29,,,False,,,,,6.0,3.0,700,,,763.6
6090,,,,3.0,1.0,500,0,,,,,28,,,False,,,,,3.0,1.0,500,,,712.6
6091,,,,3.0,1.0,1100,500,,,,,23,,,False,,,,,3.0,1.0,1100,,,882.2
6092,,,,5.0,5.0,3000,2500,,,,,28,,,False,,,,,5.0,5.0,3000,,,1464.0
6093,,,,5.0,2.0,2500,300,,,,,29,,,False,,,,,5.0,2.0,2500,,,1143.6
6094,,,,0.5,0.5,380,80,,,,,28,,,False,,,,,0.5,0.5,380,,,696.4
6095,,,,6.0,1.0,1200,300,,,,,30,,,False,,,,,6.0,1.0,1200,,,883.9
6096,,,,3.0,2.0,2100,600,,,,,27,,,False,,,,,3.0,2.0,2100,,,1093.3
6097,,,,0.5,0.25,250,0,,,,,20,,,True,,,,,0.5,0.25,250,,,661.95
6098,,,,5.0,2.0,2600,200,,,,,29,,,False,,,,,5.0,2.0,2600,,,1154.1
6099,,,,5.0,1.5,2000,300,,,,,32,,,False,,,,,5.0,1.5,2000,,,1044.4
6100,,,,3.0,1.0,3300,800,,,,,31,,,False,,,,,3.0,1.0,3300,,,1353.9
6101,,,,0.5,0.5,220,130,,,,,27,,,False,,,,,0.5,0.5,220,,,670.0
6102,,,,6.0,6.0,2000,-400,,,,,30,,,False,,,,,6.0,6.0,2000,,,975.6
6103,,,,3.0,2.0,2000,800,,,,,28,,,False,,,,,3.0,2.0,2000,,,1094.1
6104,,,,0.5,0.5,500,400,,,,,32,,,False,,,,,0.5,0.5,500,,,753.8
6105,,,,8.0,6.0,1550,0,,,,,35,,,False,,,,,8.0,6.0,1550,,,926.8
6106,,,,5.0,5.0,1800,300,,,,,32,,,False,,,,,5.0,5.0,1800,,,1005.8
6107,,,,7.0,4.0,2000,200,,,,,28,,,False,,,,,7.0,4.0,2000,,,1035.7
6108,,,,7.0,5.0,3300,0,,,,,27,,,False,,,,,7.0,5.0,3300,,,1275.9
6109,,,,7.0,4.0,3000,0,,,,,30,,,False,,,,,7.0,4.0,3000,,,1216.1
6110,,,,2.0,0.5,900,500,,,,,24,,,False,,,,,2.0,0.5,900,,,843.9
6111,,,,4.0,1.0,2100,0,,,,,28,,,False,,,,,4.0,1.0,2100,,,1034.9
6112,,,,3.1646325459317586,3.0,3610,0,,,,,34,,,False,,,,,10.0,3.0,3610,,,1338.5164632545932
6113,,,,3.1646325459317586,0.5,2660,100,,,,,33,,,False,,,,,10.0,0.5,2660,,,1158.0164632545932
6114,,,,2.0,0.5,1000,500,,,,,25,,,False,,,,,2.0,0.5,1000,,,864.4
6115,,,,3.0,3.0,2000,700,,,,,28,,,True,,,,,3.0,3.0,2000,,,1085.6
6116,,,,3.0,0.5,1300,600,,,,,23,,,False,,,,,3.0,0.5,1300,,,934.6
6117,,,,0.5,0.5,500,0,,,,,25,,,False,,,,,0.5,0.5,500,,,714.4
6118,,,,2.0,1.0,1000,350,,,,,26,,,False,,,,,2.0,1.0,1000,,,850.0
6119,,,,2.0,2.0,1900,100,,,,,29,,,False,,,,,2.0,2.0,1900,,,1005.6
6120,,,,3.0,0.25,2000,900,,,,,35,,,False,,,,,3.0,0.25,2000,,,1106.15
6121,,,,7.0,6.0,2050,400,,,,,29,,,False,,,,,7.0,6.0,2050,,,1067.6
6122,,,,3.0,2.0,1400,300,,,,,26,,,False,,,,,3.0,2.0,1400,,,925.8
6123,,,,3.1646325459317586,1.7654267970401691,400,0,,,,,22,,,True,,,,,0.0,0.0,400,,,695.0930059342971
6124,,,,3.1646325459317586,1.7654267970401691,3900,0,,,,,43,,,False,,,,,10.0,10.0,3900,,,1399.1930059342972
6125,,,,2.0,2.0,800,175,,,,,25,,,False,,,,,2.0,2.0,800,,,793.3
6126,,,,1.5,1.7654267970401691,1800,1000,,,,,28,,,False,,,,,1.5,0.0,1800,,,1075.876542679704
6127,,,,5.0,2.0,1800,300,,,,,24,,,False,,,,,5.0,2.0,1800,,,1006.5
6128,,,,3.1646325459317586,1.7654267970401691,560,0,,,,,19,,,False,,,,,0.0,0.0,560,,,727.1930059342972
6129,,,,0.5,0.25,300,100,,,,,23,,,False,,,,,0.5,0.25,300,,,685.35
6130,,,,9.0,5.0,2600,0,,,,,35,,,False,,,,,9.0,5.0,2600,,,1139.3
6131,,,,7.0,1.7654267970401691,2300,300,,,,,28,,,False,,,,,7.0,0.0,2300,,,1107.476542679704
6132,,,,9.0,0.5,3000,500,,,,,31,,,False,,,,,9.0,0.5,3000,,,1268.2
6133,,,,3.1646325459317586,8.0,3344,200,,,,,32,,,False,,,,,10.0,8.0,3344,,,1308.2164632545932
6134,,,,8.0,2.0,2875,375,,,,,30,,,False,,,,,8.0,2.0,2875,,,1230.9
6135,,,,3.1646325459317586,7.0,925,0,,,,,39,,,False,,,,,10.0,7.0,925,,,805.1164632545931
6136,,,,3.0,1.0,3300,1000,,,,,26,,,False,,,,,3.0,1.0,3300,,,1377.0
6137,,,,0.5,0.25,400,100,,,,,24,,,False,,,,,0.5,0.25,400,,,706.25
6138,,,,4.0,2.0,1900,0,,,,,29,,,False,,,,,4.0,2.0,1900,,,997.9
6139,,,,5.0,2.0,1600,500,,,,,30,,,False,,,,,5.0,2.0,1600,,,988.3
6140,,,,1.5,1.5,150,0,,,,,24,,,False,,,,,1.5,1.5,150,,,647.0
6141,,,,6.0,1.0,1700,200,,,,,28,,,False,,,,,6.0,1.0,1700,,,978.3
6142,,,,2.0,1.7654267970401691,450,200,,,,,21,,,True,,,,,2.0,0.0,450,,,726.976542679704
6143,,,,2.0,0.5,2200,1000,,,,,31,,,False,,,,,2.0,0.5,2200,,,1157.9
6144,,,,1.5,2.0,1975,740,,,,,31,,,False,,,,,1.5,2.0,1975,,,1087.2
6145,,,,3.0,3.0,615,230,,,,,27,,,False,,,,,3.0,3.0,615,,,764.4
6146,,,,7.0,1.0,1050,100,,,,,31,,,False,,,,,7.0,1.0,1050,,,839.3
6147,,,,1.5,0.5,1500,1000,,,,,22,,,False,,,,,1.5,0.5,1500,,,1017.3
6148,,,,3.0,1.0,1400,200,,,,,30,,,False,,,,,3.0,1.0,1400,,,918.6
6149,,,,3.1646325459317586,4.0,3000,500,,,,,33,,,False,,,,,10.0,4.0,3000,,,1270.3164632545931
6150,,,,2.0,1.7654267970401691,1800,800,,,,,24,,,False,,,,,2.0,0.0,1800,,,1057.976542679704
6151,,,,3.1646325459317586,0.5,2500,1000,,,,,35,,,False,,,,,10.0,0.5,2500,,,1220.0164632545932
6152,,,,5.0,4.0,6175,1000,,,,,26,,,False,,,,,5.0,4.0,6175,,,1954.6
6153,,,,4.0,3.0,2200,300,,,,,23,,,True,,,,,4.0,3.0,2200,,,1089.1
6154,,,,2.0,0.5,1400,600,,,,,22,,,False,,,,,2.0,0.5,1400,,,958.1
6155,,,,2.0,1.0,500,150,,,,,28,,,False,,,,,2.0,1.0,500,,,733.9
6156,,,,1.0,1.0,700,200,,,,,31,,,False,,,,,1.0,1.0,700,,,779.1
6157,,,,6.0,4.0,3200,0,,,,,27,,,False,,,,,6.0,4.0,3200,,,1260.4
6158,,,,2.0,1.0,600,200,,,,,25,,,False,,,,,2.0,1.0,600,,,758.9
6159,,,,1.0,0.5,1200,100,,,,,27,,,False,,,,,1.0,0.5,1200,,,868.9
6160,,,,1.0,1.0,735,0,,,,,30,,,False,,,,,1.0,1.0,735,,,766.4
6161,,,,7.0,2.0,2200,0,,,,,28,,,False,,,,,7.0,2.0,2200,,,1060.7
6162,,,,4.0,3.0,750,100,,,,,25,,,False,,,,,4.0,3.0,750,,,780.1
6163,,,,1.0,1.7654267970401691,800,500,,,,,21,,,False,,,,,1.0,0.0,800,,,828.7765426797039
6164,,,,5.0,1.0,2000,1000,,,,,25,,,False,,,,,5.0,1.0,2000,,,1120.1
6165,,,,2.0,2.0,1100,500,,,,,26,,,False,,,,,2.0,2.0,1100,,,889.9
6166,,,,4.0,4.0,1600,100,,,,,25,,,False,,,,,4.0,4.0,1600,,,950.7
6167,,,,0.25,0.25,700,0,,,,,23,,,True,,,,,0.25,0.25,700,,,759.2
6168,,,,2.0,1.0,1000,500,,,,,23,,,False,,,,,2.0,1.0,1000,,,869.7
6169,,,,8.0,2.0,2000,300,,,,,31,,,False,,,,,8.0,2.0,2000,,,1052.0
6170,,,,0.25,0.25,200,0,,,,,22,,,False,,,,,0.25,0.25,200,,,659.3
6171,,,,1.0,1.0,600,100,,,,,24,,,True,,,,,1.0,1.0,600,,,750.0
6172,,,,1.5,1.5,1300,700,,,,,24,,,False,,,,,1.5,1.5,1300,,,950.2
6173,,,,7.0,3.0,2500,500,,,,,29,,,False,,,,,7.0,3.0,2500,,,1172.2
6174,,,,7.0,0.5,1200,400,,,,,28,,,False,,,,,7.0,0.5,1200,,,901.7
6175,,,,3.0,0.5,1500,500,,,,,34,,,False,,,,,3.0,0.5,1500,,,971.6
6176,,,,2.0,0.25,900,250,,,,,26,,,False,,,,,2.0,0.25,900,,,825.65
6177,,,,4.0,3.0,4600,600,,,,,32,,,False,,,,,4.0,3.0,4600,,,1602.3
6178,,,,0.5,1.7654267970401691,300,0,,,,,21,,,True,,,,,0.5,0.0,300,,,680.276542679704
6179,,,,4.0,3.0,2850,50,,,,,31,,,False,,,,,4.0,3.0,2850,,,1197.4
6180,,,,1.5,1.5,350,170,,,,,27,,,False,,,,,1.5,1.5,350,,,708.3
6181,,,,3.1646325459317586,8.0,2000,60,,,,,35,,,False,,,,,10.0,8.0,2000,,,1030.5164632545932
6182,,,,6.0,1.7654267970401691,4200,1000,,,,,25,,,False,,,,,6.0,0.0,4200,,,1562.0765426797038
6183,,,,3.0,1.0,1800,600,,,,,25,,,False,,,,,3.0,1.0,1800,,,1041.6
6184,,,,3.1646325459317586,6.0,1500,300,,,,,36,,,False,,,,,10.0,6.0,1500,,,954.5164632545932
6185,,,,6.0,1.0,2500,0,,,,,27,,,False,,,,,6.0,1.0,2500,,,1122.6
6186,,,,1.0,1.0,700,0,,,,,28,,,False,,,,,1.0,1.0,700,,,761.8
6187,,,,4.0,1.7654267970401691,3000,1000,,,,,26,,,False,,,,,4.0,0.0,3000,,,1322.2765426797039
6188,,,,3.0,3.0,200,20,,,,,24,,,False,,,,,3.0,3.0,200,,,664.4
6189,,,,4.0,4.0,2700,500,,,,,27,,,False,,,,,4.0,4.0,2700,,,1213.2
6190,,,,4.0,1.0,1200,-300,,,,,25,,,False,,,,,4.0,1.0,1200,,,832.5
6191,,,,2.0,2.0,800,200,,,,,26,,,False,,,,,2.0,2.0,800,,,802.5
6192,,,,2.0,0.25,1200,600,,,,,30,,,False,,,,,2.0,0.25,1200,,,922.65
6193,,,,3.0,3.0,3700,0,,,,,30,,,False,,,,,3.0,3.0,3700,,,1363.5
6194,,,,3.0,1.0,700,200,,,,,24,,,False,,,,,3.0,1.0,700,,,782.6
6195,,,,3.1646325459317586,1.5,3500,0,,,,,39,,,False,,,,,10.0,1.5,3500,,,1325.0164632545932
6196,,,,3.0,1.0,500,100,,,,,26,,,False,,,,,3.0,1.0,500,,,733.0
6197,,,,8.0,3.0,3700,200,,,,,28,,,False,,,,,8.0,3.0,3700,,,1384.7
6198,,,,3.0,1.0,1100,0,,,,,30,,,False,,,,,3.0,1.0,1100,,,843.6
6199,,,,3.1646325459317586,2.0,2950,300,,,,,37,,,False,,,,,10.0,2.0,2950,,,1245.3164632545931
6200,,,,5.0,2.0,3500,0,,,,,34,,,False,,,,,5.0,2.0,3500,,,1324.8
6201,,,,0.5,0.5,450,0,,,,,23,,,False,,,,,0.5,0.5,450,,,712.6
6202,,,,6.0,1.5,3200,100,,,,,34,,,False,,,,,6.0,1.5,3200,,,1275.1
6203,,,,4.0,2.0,2500,400,,,,,32,,,False,,,,,4.0,2.0,2500,,,1164.7
6204,,,,1.0,0.25,450,0,,,,,21,,,True,,,,,1.0,0.25,450,,,712.85
6205,,,,3.1646325459317586,4.0,6000,1500,,,,,37,,,False,,,,,10.0,4.0,6000,,,1976.316463254593
6206,,,,5.0,1.7654267970401691,4000,1300,,,,,29,,,False,,,,,5.0,0.0,4000,,,1554.676542679704
6207,,,,0.5,0.5,1000,600,,,,,31,,,False,,,,,0.5,0.5,1000,,,884.0
6208,,,,2.0,0.5,600,250,,,,,30,,,False,,,,,2.0,0.5,600,,,769.3
6209,,,,3.0,2.0,1300,300,,,,,29,,,True,,,,,3.0,2.0,1300,,,914.9
6210,,,,3.1646325459317586,1.7654267970401691,2700,0,,,,,33,,,False,,,,,10.0,0.0,2700,,,1165.7930059342973
6211,,,,1.5,1.5,350,150,,,,,30,,,False,,,,,1.5,1.5,350,,,709.7
6212,,,,3.1646325459317586,1.7654267970401691,4200,0,,,,,36,,,False,,,,,10.0,10.0,4200,,,1467.2930059342973
6213,,,,3.1646325459317586,2.0,2850,100,,,,,31,,,False,,,,,10.0,2.0,2850,,,1206.116463254593
6214,,,,4.0,3.0,1000,300,,,,,25,,,False,,,,,4.0,3.0,1000,,,855.3
6215,,,,9.0,5.0,1900,1400,,,,,27,,,False,,,,,9.0,5.0,1900,,,1147.0
6216,,,,1.0,1.7654267970401691,575,75,,,,,20,,,True,,,,,1.0,0.0,575,,,746.5765426797041
6217,,,,1.0,0.5,307,76,,,,,24,,,False,,,,,1.0,0.5,307,,,693.4
6218,,,,1.0,0.5,250,100,,,,,21,,,False,,,,,1.0,0.5,250,,,684.2
6219,,,,2.0,1.7654267970401691,700,300,,,,,24,,,False,,,,,2.0,0.0,700,,,794.876542679704
6220,,,,0.25,0.25,500,500,,,,,22,,,True,,,,,0.25,0.25,500,,,774.4
6221,,,,2.0,2.0,1000,400,,,,,23,,,False,,,,,2.0,2.0,1000,,,865.2
6222,,,,6.0,2.0,1710,100,,,,,27,,,False,,,,,6.0,2.0,1710,,,978.5
6223,,,,1.5,1.5,1200,250,,,,,25,,,False,,,,,1.5,1.5,1200,,,890.4
6224,,,,5.0,1.5,1200,200,,,,,31,,,False,,,,,5.0,1.5,1200,,,886.8
6225,,,,1.5,1.0,800,200,,,,,22,,,True,,,,,1.5,1.0,800,,,805.3
6226,,,,1.0,1.0,350,150,,,,,24,,,False,,,,,1.0,1.0,350,,,710.4
6227,,,,1.0,0.5,2200,1800,,,,,27,,,False,,,,,1.0,0.5,2200,,,1245.7
6228,,,,3.1646325459317586,1.7654267970401691,300,0,,,,,31,,,False,,,,,0.0,10.0,300,,,687.3930059342972
6229,,,,1.0,1.0,600,200,,,,,32,,,False,,,,,1.0,1.0,600,,,766.5
6230,,,,5.0,1.0,1000,0,,,,,36,,,False,,,,,5.0,1.0,1000,,,827.8
6231,,,,1.0,1.7654267970401691,500,150,,,,,31,,,False,,,,,1.0,0.0,500,,,741.5765426797041
6232,,,,5.0,2.0,2350,150,,,,,30,,,False,,,,,5.0,2.0,2350,,,1112.6
6233,,,,5.0,0.25,1200,300,,,,,31,,,False,,,,,5.0,0.25,1200,,,897.45
6234,,,,1.5,0.25,1300,500,,,,,26,,,False,,,,,1.5,0.25,1300,,,936.35
6235,,,,7.0,7.0,500,0,,,,,29,,,False,,,,,7.0,7.0,500,,,729.2
6236,,,,5.0,1.7654267970401691,2500,800,,,,,25,,,False,,,,,5.0,0.0,2500,,,1207.2765426797039
6237,,,,3.1646325459317586,1.7654267970401691,400,0,,,,,19,,,True,,,,,0.0,0.0,400,,,706.1930059342972
6238,,,,1.5,1.5,1500,800,,,,,22,,,True,,,,,1.5,1.5,1500,,,1006.7
6239,,,,0.25,0.25,200,0,,,,,22,,,False,,,,,0.25,0.25,200,,,666.2
6240,,,,2.0,2.0,1425,300,,,,,27,,,False,,,,,2.0,2.0,1425,,,942.5
6241,,,,5.0,1.0,2800,120,,,,,29,,,False,,,,,5.0,1.0,2800,,,1200.2
6242,,,,1.0,0.25,200,40,,,,,23,,,False,,,,,1.0,0.25,200,,,670.75
6243,,,,2.0,1.0,750,275,,,,,24,,,False,,,,,2.0,1.0,750,,,804.8
6244,,,,0.5,0.5,150,0,,,,,20,,,True,,,,,0.5,0.5,150,,,656.7
6245,,,,4.0,0.25,2100,1200,,,,,27,,,False,,,,,4.0,0.25,2100,,,1168.05
6246,,,,5.0,5.0,1650,150,,,,,26,,,False,,,,,5.0,5.0,1650,,,974.2
6247,,,,1.5,0.5,2000,1000,,,,,28,,,False,,,,,1.5,0.5,2000,,,1127.9
6248,,,,5.0,2.0,4500,1500,,,,,24,,,False,,,,,5.0,2.0,4500,,,1678.6
6249,,,,6.0,1.7654267970401691,4300,1600,,,,,26,,,False,,,,,6.0,0.0,4300,,,1648.876542679704
6250,,,,1.0,1.0,2000,1000,,,,,20,,,True,,,,,1.0,1.0,2000,,,1127.5
6251,,,,7.0,0.5,4000,300,,,,,27,,,False,,,,,7.0,0.5,4000,,,1459.3
6252,,,,2.0,1.5,1000,700,,,,,26,,,False,,,,,2.0,1.5,1000,,,898.5
6253,,,,1.0,1.0,400,0,,,,,21,,,False,,,,,1.0,1.0,400,,,707.8
6254,,,,2.0,2.0,1288,230,,,,,29,,,False,,,,,2.0,2.0,1288,,,909.7
6255,,,,7.0,1.5,576,100,,,,,31,,,False,,,,,7.0,1.5,576,,,755.5
6256,,,,2.0,2.0,1600,800,,,,,23,,,False,,,,,2.0,2.0,1600,,,1028.7
6257,,,,0.5,0.5,350,700,,,,,23,,,False,,,,,0.5,0.5,350,,,768.2
6258,,,,1.0,0.25,300,0,,,,,24,,,False,,,,,1.0,0.25,300,,,688.45
6259,,,,0.25,0.25,900,500,,,,,31,,,False,,,,,0.25,0.25,900,,,859.1
6260,,,,6.0,0.25,380,170,,,,,29,,,False,,,,,6.0,0.25,380,,,723.15
6261,,,,1.0,1.0,400,0,,,,,26,,,False,,,,,1.0,1.0,400,,,709.1
6262,,,,1.0,0.25,700,0,,,,,23,,,True,,,,,1.0,0.25,700,,,768.85
6263,,,,4.0,1.0,2000,300,,,,,30,,,False,,,,,4.0,1.0,2000,,,1060.3
6264,,,,4.0,2.0,2300,1100,,,,,26,,,False,,,,,4.0,2.0,2300,,,1200.2
6265,,,,2.0,1.0,350,50,,,,,30,,,False,,,,,2.0,1.0,350,,,705.1
6266,,,,3.1646325459317586,1.0,1000,400,,,,,34,,,False,,,,,10.0,1.0,1000,,,871.5164632545932
6267,,,,4.0,4.0,1300,200,,,,,28,,,False,,,,,4.0,4.0,1300,,,911.1
6268,,,,5.0,0.5,1400,200,,,,,37,,,False,,,,,5.0,0.5,1400,,,931.6
6269,,,,3.0,2.0,1300,200,,,,,31,,,False,,,,,3.0,2.0,1300,,,911.0
6270,,,,5.0,0.5,2200,1600,,,,,26,,,False,,,,,5.0,0.5,2200,,,1230.7
6271,,,,2.0,0.25,1200,600,,,,,21,,,False,,,,,2.0,0.25,1200,,,929.65
6272,,,,3.1646325459317586,1.7654267970401691,350,0,,,,,27,,,False,,,,,0.0,0.0,350,,,700.3930059342972
6273,,,,0.5,0.5,550,400,,,,,21,,,True,,,,,0.5,0.5,550,,,779.7
6274,,,,6.0,2.0,3000,300,,,,,34,,,False,,,,,6.0,2.0,3000,,,1262.4
6275,,,,0.5,0.5,200,200,,,,,20,,,True,,,,,0.5,0.5,200,,,689.8
6276,,,,2.0,1.5,1000,200,,,,,24,,,False,,,,,2.0,1.5,1000,,,850.7
6277,,,,3.1646325459317586,1.7654267970401691,300,0,,,,,32,,,False,,,,,0.0,0.0,300,,,691.3930059342972
6278,,,,1.5,1.0,1180,120,,,,,29,,,False,,,,,1.5,1.0,1180,,,879.2
6279,,,,2.0,2.0,1100,400,,,,,25,,,False,,,,,2.0,2.0,1100,,,891.2
6280,,,,1.0,0.5,400,100,,,,,24,,,False,,,,,1.0,0.5,400,,,720.7
6281,,,,5.0,1.5,2300,800,,,,,32,,,False,,,,,5.0,1.5,2300,,,1172.6
6282,,,,0.25,0.25,300,0,,,,,23,,,False,,,,,0.25,0.25,300,,,690.6
6283,,,,5.0,1.5,2900,500,,,,,28,,,False,,,,,5.0,1.5,2900,,,1262.4
6284,,,,6.0,1.0,3100,600,,,,,36,,,False,,,,,6.0,1.0,3100,,,1313.4
6285,,,,3.0,3.0,1200,0,,,,,24,,,False,,,,,3.0,3.0,1200,,,872.1
6286,,,,4.0,2.0,2000,200,,,,,28,,,False,,,,,4.0,2.0,2000,,,1052.6
6287,,,,1.0,1.0,900,400,,,,,27,,,True,,,,,1.0,1.0,900,,,851.9
6288,,,,1.5,1.5,450,150,,,,,28,,,False,,,,,1.5,1.5,450,,,737.2
6289,,,,0.5,0.5,400,150,,,,,24,,,False,,,,,0.5,0.5,400,,,726.5
6290,,,,5.0,1.0,3325,0,,,,,32,,,False,,,,,5.0,1.0,3325,,,1298.4
6291,,,,1.0,1.0,425,125,,,,,23,,,False,,,,,1.0,1.0,425,,,729.3
6292,,,,2.0,1.7654267970401691,3000,1800,,,,,27,,,False,,,,,2.0,0.0,3000,,,1412.476542679704
6293,,,,2.0,2.0,750,250,,,,,24,,,False,,,,,2.0,2.0,750,,,807.5
6294,,,,2.0,0.5,575,425,,,,,24,,,False,,,,,2.0,0.5,575,,,789.8
6295,,,,3.1646325459317586,3.0,2990,600,,,,,31,,,False,,,,,10.0,3.0,2990,,,1292.5164632545932
6296,,,,5.0,1.0,1200,300,,,,,27,,,False,,,,,5.0,1.0,1200,,,903.5
6297,,,,0.25,0.25,500,0,,,,,30,,,False,,,,,0.25,0.25,500,,,732.8
6298,,,,3.0,3.0,1700,300,,,,,25,,,False,,,,,3.0,3.0,1700,,,1003.5
6299,,,,1.5,1.0,1400,600,,,,,25,,,False,,,,,1.5,1.0,1400,,,972.9
6300,,,,3.1646325459317586,0.5,4275,700,,,,,30,,,False,,,,,10.0,0.5,4275,,,1559.416463254593
6301,,,,1.5,1.7654267970401691,600,300,,,,,20,,,True,,,,,1.5,0.0,600,,,782.676542679704
6302,,,,2.0,2.0,500,200,,,,,28,,,False,,,,,2.0,2.0,500,,,753.8
6303,,,,1.0,0.5,200,30,,,,,27,,,False,,,,,1.0,0.5,200,,,676.3
6304,,,,5.0,1.0,7000,1000,,,,,29,,,False,,,,,5.0,1.0,7000,,,2134.5
6305,,,,4.0,1.7654267970401691,500,-300,,,,,30,,,False,,,,,4.0,0.0,500,,,704.476542679704
6306,,,,0.5,0.5,1000,600,,,,,20,,,True,,,,,0.5,0.5,1000,,,892.9
6307,,,,2.0,0.5,550,50,,,,,27,,,False,,,,,2.0,0.5,550,,,748.9
6308,,,,0.5,0.5,400,100,,,,,20,,,True,,,,,0.5,0.5,400,,,723.1
6309,,,,2.0,0.5,900,350,,,,,38,,,False,,,,,2.0,0.5,900,,,850.2
6310,,,,6.0,3.0,7000,1500,,,,,34,,,False,,,,,6.0,3.0,7000,,,2186.2
6311,,,,0.5,0.25,250,30,,,,,30,,,False,,,,,0.5,0.25,250,,,687.25
6312,,,,3.1646325459317586,2.0,2000,0,,,,,39,,,False,,,,,10.0,2.0,2000,,,1036.8164632545931
6313,,,,3.0,1.5,2100,500,,,,,22,,,True,,,,,3.0,1.5,2100,,,1104.5
6314,,,,0.5,0.25,400,400,,,,,20,,,True,,,,,0.5,0.25,400,,,753.65
6315,,,,3.0,1.5,450,75,,,,,25,,,False,,,,,3.0,1.5,450,,,732.4
